"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"US1WAKG0081","RENTON 0.5 SSW, WA US","2020-01-19",,,,
"US1WAKG0081","RENTON 0.5 SSW, WA US","2020-01-20",,,,
"US1WAKG0081","RENTON 0.5 SSW, WA US","2020-01-21",,,,
"US1WAKG0081","RENTON 0.5 SSW, WA US","2020-01-22",,,,
"US1WAKG0081","RENTON 0.5 SSW, WA US","2020-01-23",,,,
"US1WAKG0081","RENTON 0.5 SSW, WA US","2020-01-24",,,,
"US1WAKG0081","RENTON 0.5 SSW, WA US","2020-01-25",,,,
"US1WAKG0081","RENTON 0.5 SSW, WA US","2020-01-26",,,,
"US1WAKG0081","RENTON 0.5 SSW, WA US","2020-01-27",,,,
"US1WAKG0081","RENTON 0.5 SSW, WA US","2020-01-28",,,,
"US1WAKG0081","RENTON 0.5 SSW, WA US","2020-01-29",,,,
"US1WAKG0081","RENTON 0.5 SSW, WA US","2020-01-30",,,,
"US1WAKG0081","RENTON 0.5 SSW, WA US","2020-01-31",,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-01",,"54","45",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-02",,"51","41",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-03",,"61","47",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-04",,"47","42",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-05",,"50","40",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-06",,"52","41",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-07",,"55","47",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-08",,"47","34",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-09",,"41","32",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-10",,"46","35",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-11",,"47","40",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-12",,"46","33",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-13",,"37","30",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-14",,"37","29",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-15",,"43","32",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-16",,"46","34",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-17",,"43","32",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-18",,"53","39",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-19",,"51","42",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-20",,"53","43",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-21",,"51","43",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-22",,"49","44",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-23",,"55","48",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-24",,"53","47",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-25",,"51","45",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-26",,"54","45",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-27",,"52","41",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-28",,"52","45",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-29",,"51","42",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-30",,"48","44",
"USW00024234","SEATTLE BOEING FIELD, WA US","2020-01-31",,"58","48",
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-01",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-02",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-03",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-06",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-07",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-08",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-09",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-10",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-11",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-12",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-18",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-19",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-20",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-21",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-22",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-23",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-24",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-25",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-26",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-27",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-28",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-29",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-30",,,,
"US1WAKG0181","LAKE FOREST PARK 0.7 WNW, WA US","2020-01-31",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-01",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-02",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-03",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-04",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-05",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-07",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-08",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-09",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-10",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-11",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-12",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-13",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-14",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-15",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-16",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-17",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-18",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-19",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-20",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-21",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-22",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-23",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-24",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-25",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-26",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-27",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-28",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-29",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-30",,,,
"US1WASN0012","BOTHELL 4.9 NNW, WA US","2020-01-31",,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","2020-01-01",,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","2020-01-02",,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","2020-01-03",,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","2020-01-05",,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","2020-01-06",,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","2020-01-10",,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","2020-01-11",,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","2020-01-12",,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","2020-01-15",,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","2020-01-18",,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","2020-01-19",,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","2020-01-20",,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","2020-01-21",,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","2020-01-23",,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","2020-01-24",,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","2020-01-25",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-01",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-02",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-03",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-04",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-05",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-06",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-07",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-08",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-09",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-10",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-11",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-13",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-14",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-15",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-16",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-17",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-18",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-19",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-20",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-21",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-22",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-23",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-24",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-25",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-26",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-27",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-28",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-29",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-30",,,,
"US1WASN0058","MILL CREEK 1.8 NE, WA US","2020-01-31",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-01",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-02",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-03",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-04",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-05",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-06",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-07",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-08",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-09",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-10",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-11",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-12",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-13",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-14",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-15",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-16",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-17",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-18",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-19",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-20",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-21",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-22",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-23",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-24",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-25",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-26",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-27",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-29",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-30",,,,
"US1WAKG0219","CARNATION 3.6 N, WA US","2020-01-31",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-01",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-02",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-03",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-04",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-05",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-06",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-07",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-08",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-10",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-11",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-12",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-13",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-14",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-15",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-16",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-17",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-18",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-19",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-20",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-21",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-22",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-23",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-24",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-25",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-26",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-27",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-28",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-29",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-30",,,,
"US1WAKG0238","SEATTLE 5.0 NE, WA US","2020-01-31",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-01",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-02",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-03",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-04",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-05",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-06",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-08",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-09",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-11",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-12",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-13",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-14",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-16",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-18",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-19",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-20",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-22",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-23",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-24",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-25",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-28",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-29",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-30",,,,
"US1WAKG0239","SEATTLE 3.9 N, WA US","2020-01-31",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-02",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-03",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-04",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-05",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-06",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-07",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-08",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-09",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-10",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-11",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-12",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-18",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-19",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-20",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-21",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-22",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-23",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-24",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-25",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-26",,,,
"US1WAKG0234","MATTHEWS BEACH 0.4 NW, WA US","2020-01-27",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-01",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-02",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-03",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-04",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-05",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-06",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-07",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-08",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-10",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-11",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-12",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-13",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-14",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-15",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-16",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-17",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-18",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-19",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-21",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-22",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-24",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-25",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-26",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-27",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-28",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-29",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-30",,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2020-01-31",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-04",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-05",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-06",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-08",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-10",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-11",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-12",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-13",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-14",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-15",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-16",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-17",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-19",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-20",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-21",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-23",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-24",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-25",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-26",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-27",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-28",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-29",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-30",,,,
"US1WAKG0213","WOODINVILLE 1.3 ESE, WA US","2020-01-31",,,,
"US1WAKG0078","WOODINVILLE 0.9 ENE, WA US","2020-01-01",,,,
"US1WAKG0078","WOODINVILLE 0.9 ENE, WA US","2020-01-02",,,,
"US1WAKG0078","WOODINVILLE 0.9 ENE, WA US","2020-01-03",,,,
"US1WAKG0078","WOODINVILLE 0.9 ENE, WA US","2020-01-04",,,,
"US1WAKG0078","WOODINVILLE 0.9 ENE, WA US","2020-01-05",,,,
"US1WAKG0078","WOODINVILLE 0.9 ENE, WA US","2020-01-06",,,,
"US1WAKG0078","WOODINVILLE 0.9 ENE, WA US","2020-01-09",,,,
"US1WAKG0078","WOODINVILLE 0.9 ENE, WA US","2020-01-10",,,,
"US1WAKG0078","WOODINVILLE 0.9 ENE, WA US","2020-01-11",,,,
"US1WAKG0078","WOODINVILLE 0.9 ENE, WA US","2020-01-12",,,,
"US1WAKG0078","WOODINVILLE 0.9 ENE, WA US","2020-01-13",,,,
"US1WAKG0078","WOODINVILLE 0.9 ENE, WA US","2020-01-14",,,,
"US1WAKG0078","WOODINVILLE 0.9 ENE, WA US","2020-01-26",,,,
"US1WAKG0078","WOODINVILLE 0.9 ENE, WA US","2020-01-27",,,,
"US1WAKG0078","WOODINVILLE 0.9 ENE, WA US","2020-01-28",,,,
"US1WAKG0078","WOODINVILLE 0.9 ENE, WA US","2020-01-29",,,,
"US1WAKG0078","WOODINVILLE 0.9 ENE, WA US","2020-01-30",,,,
"US1WAKG0078","WOODINVILLE 0.9 ENE, WA US","2020-01-31",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-01",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-02",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-03",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-05",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-06",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-07",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-08",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-09",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-10",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-11",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-12",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-13",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-14",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-15",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-16",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-17",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-18",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-19",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-20",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-21",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-22",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-23",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-24",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-26",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-27",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-28",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-29",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-30",,,,
"US1WAKG0199","SEATTLE 4.5 N, WA US","2020-01-31",,,,
"US1WAKG0035","WOODINVILLE 1.7 SE, WA US","2020-01-01",,,,
